1 minute time series of wind speed from a met tower
timestamp	Un1	Uw1	Uz1
5/19/12 12:19 PM	-9.95	-0.444	-1.146
5/19/12 12:19 PM	-9.98	-1.079	-0.619
5/19/12 12:19 PM	-9.52	-0.927	-0.476
5/19/12 12:19 PM	-9.63	-1.221	-0.433
5/19/12 12:19 PM	-9.89	-1.484	-0.556
5/19/12 12:19 PM	-10.08	-1.41	-0.569
5/19/12 12:19 PM	-9.74	-1.769	-0.514
5/19/12 12:19 PM	-9.47	-1.318	-0.621
5/19/12 12:19 PM	-9.69	-0.86	-0.492
5/19/12 12:19 PM	-9.84	-1.028	-0.388
5/19/12 12:19 PM	-9.73	-1.365	-0.324
5/19/12 12:19 PM	-9.79	-0.896	-0.192
5/19/12 12:19 PM	-10.06	-1.147	0.298
5/19/12 12:19 PM	-10.45	-0.44	0.156
5/19/12 12:19 PM	-10.25	-0.421	-0.07
5/19/12 12:19 PM	-10.3	0.751	0.045
5/19/12 12:19 PM	-9.45	-0.216	-1.176
5/19/12 12:19 PM	-9.33	-1.207	-1.557
5/19/12 12:19 PM	-9.08	-2.196	-0.377
5/19/12 12:19 PM	-9.84	-1.3	0.116
5/19/12 12:19 PM	-9.42	-1.481	-0.202
5/19/12 12:19 PM	-9.33	-1.194	-0.163
5/19/12 12:19 PM	-9.62	-1.67	0.119
5/19/12 12:19 PM	-9.61	-1.145	-0.536
5/19/12 12:19 PM	-9.79	-0.735	-0.213
5/19/12 12:19 PM	-9.99	-1	0.052
5/19/12 12:19 PM	-9.47	-1.164	0.299
5/19/12 12:19 PM	-9.14	-1.002	0.131
5/19/12 12:19 PM	-9.12	-0.945	-0.014
5/19/12 12:19 PM	-9.08	-1.068	0.168
5/19/12 12:19 PM	-8.66	-0.886	0.03
5/19/12 12:19 PM	-9.11	-0.834	0.503
5/19/12 12:19 PM	-8.84	-0.554	0.478
5/19/12 12:19 PM	-9.39	-0.389	0.511
5/19/12 12:19 PM	-8.98	-0.866	0.59
5/19/12 12:19 PM	-8.74	-0.483	0.946
5/19/12 12:19 PM	-9	-0.174	0.869
5/19/12 12:19 PM	-8.94	-0.293	1.131
5/19/12 12:19 PM	-8.82	-0.364	1.195
